mode,cyc,inv7_A,inv7_Y,inv9_A,inv9_Y,A1,A2,B1,o211a_X,a22o_X
I2win_d04_off0,7,1,0,0,1,1,1,0,0,0
I2win_d04_off0,8,1,0,0,1,1,1,0,0,0
I2win_d04_off0,9,1,0,0,1,1,1,0,0,0
I2win_d04_off0,10,1,0,1,0,1,1,0,0,0
I2win_d04_off0,11,1,0,0,1,0,1,1,1,1
I2win_d04_off0,12,1,0,0,1,0,1,1,1,1
I2win_d04_off0,13,1,0,0,1,0,1,1,1,1
I2win_d04_off0,14,1,0,0,1,0,1,1,1,1
I2win_d04_off0,15,1,0,0,1,0,0,1,0,0
I2win_d04_off0,16,1,0,0,1,1,1,0,0,0
I2win_d04_off0,17,1,0,0,1,1,1,0,0,0
I2win_d04_off0,18,1,0,0,1,1,1,0,0,0
I2win_d04_off0,19,1,0,0,1,1,1,0,0,0
I2win_d04_off0,20,1,0,0,1,1,1,0,0,0
I2win_d04_off0,21,1,0,1,0,1,1,0,0,0
I2win_d04_off0,22,1,0,0,1,0,1,1,1,1
I2win_d04_off0,23,1,0,0,1,0,1,1,1,1
I2win_d04_off0,24,1,0,0,1,0,1,1,1,1
I2win_d04_off0,25,1,0,0,1,0,1,1,1,1
I2win_d04_off0,26,1,0,0,1,0,0,1,0,0
I2win_d04_off0,27,1,0,0,1,1,1,0,0,0
I2win_d04_off0,28,1,0,0,1,1,1,0,0,0
I2win_d04_off0,29,1,0,0,1,1,1,0,0,0
I2win_d04_off0,30,1,0,0,1,1,1,0,0,0
I2win_d04_off0,31,1,0,0,1,1,1,0,0,0
I2win_d04_off0,32,1,0,1,0,1,1,0,0,0
I2win_d04_off0,33,1,0,0,1,0,1,1,1,1
I2win_d04_off0,34,1,0,0,1,0,1,1,1,1
I2win_d04_off0,35,1,0,0,1,0,1,1,1,1
I2win_d04_off0,36,1,0,0,1,0,1,1,1,1
I2win_d04_off0,37,1,0,0,1,0,0,1,0,0
I2win_d04_off0,38,1,0,0,1,1,1,0,0,0
I2win_d04_off0,39,1,0,0,1,1,1,0,0,0
I2win_d04_off0,40,1,0,0,1,1,1,0,0,0
I2win_d04_off0,41,1,0,0,1,1,1,0,0,0
I2win_d04_off0,42,1,0,0,1,1,1,0,0,0
I2win_d04_off0,43,1,0,1,0,1,1,0,0,0
I2win_d04_off0,44,1,0,0,1,0,1,1,1,1
I2win_d04_off0,45,1,0,0,1,0,1,1,1,1
I2win_d04_off0,46,1,0,0,1,0,1,1,1,1
I2win_d04_off0,47,1,0,0,1,0,1,1,1,1
I2win_d04_off0,48,1,0,0,1,0,0,1,0,0
I2win_d04_off0,49,1,0,0,1,1,1,0,0,0
I2win_d04_off0,50,1,0,0,1,1,1,0,0,0
I2win_d04_off0,51,1,0,0,1,1,1,0,0,0
I2win_d04_off0,52,1,0,0,1,1,1,0,0,0
I2win_d04_off0,53,1,0,0,1,1,1,0,0,0
I2win_d04_off0,54,1,0,1,0,1,1,0,0,0
I2win_d04_off0,55,1,0,0,1,0,1,1,1,1
I2win_d04_off0,56,1,0,0,1,0,1,1,1,1
I2win_d04_off0,57,1,0,0,1,0,1,1,1,1
I2win_d04_off0,58,1,0,0,1,0,1,1,1,1
I2win_d04_off0,59,1,0,0,1,0,0,1,0,0
I2win_d04_off0,60,1,0,0,1,1,1,0,0,0
I2win_d04_off0,61,1,0,0,1,1,1,0,0,0
I2win_d04_off0,62,1,0,0,1,1,1,0,0,0
I2win_d04_off0,63,1,0,0,1,1,1,0,0,0
I2win_d04_off0,64,1,0,0,1,1,1,0,0,0
I2win_d04_off0,65,1,0,1,0,1,1,0,0,0
I2win_d04_off0,66,1,0,0,1,0,1,1,1,1
I2win_d04_off0,67,1,0,0,1,0,1,1,1,1
I2win_d04_off0,68,1,0,0,1,0,1,1,1,1
I2win_d04_off0,69,1,0,0,1,0,1,1,1,1
I2win_d04_off0,70,1,0,0,1,0,0,1,0,0
I2win_d04_off0,71,1,0,0,1,1,1,0,0,0
I2win_d04_off0,72,1,0,0,1,1,1,0,0,0
I2win_d04_off0,73,1,0,0,1,1,1,0,0,0
I2win_d04_off0,74,1,0,0,1,1,1,0,0,0
I2win_d04_off0,75,1,0,0,1,1,1,0,0,0
I2win_d04_off0,76,1,0,1,0,1,1,0,0,0
I2win_d04_off0,77,1,0,0,1,0,1,1,1,1
I2win_d04_off0,78,1,0,0,1,0,1,1,1,1
I2win_d04_off0,79,1,0,0,1,0,1,1,1,1
I2win_d04_off0,80,1,0,0,1,0,1,1,1,1
I2win_d04_off0,81,1,0,0,1,0,0,1,0,0
I2win_d04_off0,82,1,0,0,1,1,1,0,0,0
I2win_d04_off0,83,1,0,0,1,1,1,0,0,0
I2win_d04_off0,84,1,0,0,1,1,1,0,0,0
I2win_d04_off0,85,1,0,0,1,1,1,0,0,0
I2win_d04_off0,86,1,0,0,1,1,1,0,0,0
I2win_d04_off0,87,1,0,1,0,1,1,0,0,0
I2win_d04_off0,88,1,0,0,1,0,1,1,1,1
I2win_d04_off0,89,1,0,0,1,0,1,1,1,1
I2win_d04_off0,90,1,0,0,1,0,1,1,1,1
I2win_d04_off0,91,1,0,0,1,0,1,1,1,1
I2win_d04_off0,92,1,0,0,1,0,0,1,0,0
I2win_d04_off0,93,1,0,0,1,1,1,0,0,0
I2win_d04_off0,94,1,0,0,1,1,1,0,0,0
I2win_d04_off0,95,1,0,0,1,1,1,0,0,0
I2win_d04_off0,96,1,0,0,1,1,1,0,0,0
I2win_d04_off0,97,1,0,0,1,1,1,0,0,0
I2win_d04_off0,98,1,0,1,0,1,1,0,0,0
I2win_d04_off0,99,1,0,0,1,0,1,1,1,1
I2win_d04_off0,100,1,0,0,1,0,1,1,1,1
I2win_d04_off0,101,1,0,0,1,0,1,1,1,1
I2win_d04_off0,102,1,0,0,1,0,1,1,1,1
I2win_d04_off0,103,1,0,0,1,0,0,1,0,0
I2win_d04_off0,104,1,0,0,1,1,1,0,0,0
I2win_d04_off0,105,1,0,0,1,1,1,0,0,0
I2win_d04_off0,106,1,0,0,1,1,1,0,0,0
I2win_d04_off0,107,1,0,0,1,1,1,0,0,0
I2win_d04_off0,108,1,0,0,1,1,1,0,0,0
I2win_d04_off0,109,1,0,1,0,1,1,0,0,0
I2win_d04_off0,110,1,0,0,1,0,1,1,1,1
I2win_d04_off0,111,1,0,0,1,0,1,1,1,1
I2win_d04_off0,112,1,0,0,1,0,1,1,1,1
I2win_d04_off0,113,1,0,0,1,0,1,1,1,1
I2win_d04_off0,114,1,0,0,1,0,0,1,0,0
I2win_d04_off0,115,1,0,0,1,1,1,0,0,0
I2win_d04_off0,116,1,0,0,1,1,1,0,0,0
I2win_d04_off0,117,1,0,0,1,1,1,0,0,0
I2win_d04_off0,118,1,0,0,1,1,1,0,0,0
I2win_d04_off0,119,1,0,0,1,1,1,0,0,0
I2win_d04_off0,120,1,0,1,0,1,1,0,0,0
I2win_d05_off0,0,1,0,0,1,0,1,1,1,1
I2win_d05_off0,1,1,0,0,1,0,1,1,1,1
I2win_d05_off0,2,1,0,0,1,0,1,1,1,1
I2win_d05_off0,3,1,0,0,1,0,1,1,1,1
I2win_d05_off0,4,1,0,0,1,0,1,1,1,1
I2win_d05_off0,5,1,0,0,1,0,0,1,0,0
I2win_d05_off0,6,1,0,0,1,1,1,0,0,0
I2win_d05_off0,7,1,0,0,1,1,1,0,0,0
I2win_d05_off0,8,1,0,0,1,1,1,0,0,0
I2win_d05_off0,9,1,0,0,1,1,1,0,0,0
I2win_d05_off0,10,1,0,1,0,1,1,0,0,0
I2win_d05_off0,11,1,0,0,1,0,1,1,1,1
I2win_d05_off0,12,1,0,0,1,0,1,1,1,1
I2win_d05_off0,13,1,0,0,1,0,1,1,1,1
I2win_d05_off0,14,1,0,0,1,0,1,1,1,1
I2win_d05_off0,15,1,0,0,1,0,1,1,1,1
I2win_d05_off0,16,1,0,0,1,0,0,1,0,0
I2win_d05_off0,17,1,0,0,1,1,1,0,0,0
I2win_d05_off0,18,1,0,0,1,1,1,0,0,0
I2win_d05_off0,19,1,0,0,1,1,1,0,0,0
I2win_d05_off0,20,1,0,0,1,1,1,0,0,0
I2win_d05_off0,21,1,0,1,0,1,1,0,0,0
I2win_d05_off0,22,1,0,0,1,0,1,1,1,1
I2win_d05_off0,23,1,0,0,1,0,1,1,1,1
I2win_d05_off0,24,1,0,0,1,0,1,1,1,1
I2win_d05_off0,25,1,0,0,1,0,1,1,1,1
I2win_d05_off0,26,1,0,0,1,0,1,1,1,1
I2win_d05_off0,27,1,0,0,1,0,0,1,0,0
I2win_d05_off0,28,1,0,0,1,1,1,0,0,0
I2win_d05_off0,29,1,0,0,1,1,1,0,0,0
I2win_d05_off0,30,1,0,0,1,1,1,0,0,0
I2win_d05_off0,31,1,0,0,1,1,1,0,0,0
I2win_d05_off0,32,1,0,1,0,1,1,0,0,0
I2win_d05_off0,33,1,0,0,1,0,1,1,1,1
I2win_d05_off0,34,1,0,0,1,0,1,1,1,1
I2win_d05_off0,35,1,0,0,1,0,1,1,1,1
I2win_d05_off0,36,1,0,0,1,0,1,1,1,1
I2win_d05_off0,37,1,0,0,1,0,1,1,1,1
I2win_d05_off0,38,1,0,0,1,0,0,1,0,0
I2win_d05_off0,39,1,0,0,1,1,1,0,0,0
I2win_d05_off0,40,1,0,0,1,1,1,0,0,0
I2win_d05_off0,41,1,0,0,1,1,1,0,0,0
I2win_d05_off0,42,1,0,0,1,1,1,0,0,0
I2win_d05_off0,43,1,0,1,0,1,1,0,0,0
I2win_d05_off0,44,1,0,0,1,0,1,1,1,1
I2win_d05_off0,45,1,0,0,1,0,1,1,1,1
I2win_d05_off0,46,1,0,0,1,0,1,1,1,1
I2win_d05_off0,47,1,0,0,1,0,1,1,1,1
I2win_d05_off0,48,1,0,0,1,0,1,1,1,1
I2win_d05_off0,49,1,0,0,1,0,0,1,0,0
I2win_d05_off0,50,1,0,0,1,1,1,0,0,0
I2win_d05_off0,51,1,0,0,1,1,1,0,0,0
I2win_d05_off0,52,1,0,0,1,1,1,0,0,0
I2win_d05_off0,53,1,0,0,1,1,1,0,0,0
I2win_d05_off0,54,1,0,1,0,1,1,0,0,0
I2win_d05_off0,55,1,0,0,1,0,1,1,1,1
I2win_d05_off0,56,1,0,0,1,0,1,1,1,1
I2win_d05_off0,57,1,0,0,1,0,1,1,1,1
I2win_d05_off0,58,1,0,0,1,0,1,1,1,1
I2win_d05_off0,59,1,0,0,1,0,1,1,1,1
I2win_d05_off0,60,1,0,0,1,0,0,1,0,0
I2win_d05_off0,61,1,0,0,1,1,1,0,0,0
I2win_d05_off0,62,1,0,0,1,1,1,0,0,0
I2win_d05_off0,63,1,0,0,1,1,1,0,0,0
I2win_d05_off0,64,1,0,0,1,1,1,0,0,0
I2win_d05_off0,65,1,0,1,0,1,1,0,0,0
I2win_d05_off0,66,1,0,0,1,0,1,1,1,1
I2win_d05_off0,67,1,0,0,1,0,1,1,1,1
I2win_d05_off0,68,1,0,0,1,0,1,1,1,1
I2win_d05_off0,69,1,0,0,1,0,1,1,1,1
I2win_d05_off0,70,1,0,0,1,0,1,1,1,1
I2win_d05_off0,71,1,0,0,1,0,0,1,0,0
I2win_d05_off0,72,1,0,0,1,1,1,0,0,0
I2win_d05_off0,73,1,0,0,1,1,1,0,0,0
I2win_d05_off0,74,1,0,0,1,1,1,0,0,0
I2win_d05_off0,75,1,0,0,1,1,1,0,0,0
I2win_d05_off0,76,1,0,1,0,1,1,0,0,0
I2win_d05_off0,77,1,0,0,1,0,1,1,1,1
I2win_d05_off0,78,1,0,0,1,0,1,1,1,1
I2win_d05_off0,79,1,0,0,1,0,1,1,1,1
I2win_d05_off0,80,1,0,0,1,0,1,1,1,1
I2win_d05_off0,81,1,0,0,1,0,1,1,1,1
I2win_d05_off0,82,1,0,0,1,0,0,1,0,0
I2win_d05_off0,83,1,0,0,1,1,1,0,0,0
I2win_d05_off0,84,1,0,0,1,1,1,0,0,0
I2win_d05_off0,85,1,0,0,1,1,1,0,0,0
I2win_d05_off0,86,1,0,0,1,1,1,0,0,0
I2win_d05_off0,87,1,0,1,0,1,1,0,0,0
I2win_d05_off0,88,1,0,0,1,0,1,1,1,1
I2win_d05_off0,89,1,0,0,1,0,1,1,1,1
I2win_d05_off0,90,1,0,0,1,0,1,1,1,1
I2win_d05_off0,91,1,0,0,1,0,1,1,1,1
I2win_d05_off0,92,1,0,0,1,0,1,1,1,1
I2win_d05_off0,93,1,0,0,1,0,0,1,0,0
I2win_d05_off0,94,1,0,0,1,1,1,0,0,0
I2win_d05_off0,95,1,0,0,1,1,1,0,0,0
I2win_d05_off0,96,1,0,0,1,1,1,0,0,0
I2win_d05_off0,97,1,0,0,1,1,1,0,0,0
I2win_d05_off0,98,1,0,1,0,1,1,0,0,0
I2win_d05_off0,99,1,0,0,1,0,1,1,1,1
I2win_d05_off0,100,1,0,0,1,0,1,1,1,1
I2win_d05_off0,101,1,0,0,1,0,1,1,1,1
I2win_d05_off0,102,1,0,0,1,0,1,1,1,1
I2win_d05_off0,103,1,0,0,1,0,1,1,1,1
I2win_d05_off0,104,1,0,0,1,0,0,1,0,0
I2win_d05_off0,105,1,0,0,1,1,1,0,0,0
I2win_d05_off0,106,1,0,0,1,1,1,0,0,0
I2win_d05_off0,107,1,0,0,1,1,1,0,0,0
I2win_d05_off0,108,1,0,0,1,1,1,0,0,0
I2win_d05_off0,109,1,0,1,0,1,1,0,0,0
I2win_d05_off0,110,1,0,0,1,0,1,1,1,1
I2win_d05_off0,111,1,0,0,1,0,1,1,1,1
I2win_d05_off0,112,1,0,0,1,0,1,1,1,1
I2win_d05_off0,113,1,0,0,1,0,1,1,1,1
I2win_d05_off0,114,1,0,0,1,0,1,1,1,1
I2win_d05_off0,115,1,0,0,1,0,0,1,0,0
I2win_d05_off0,116,1,0,0,1,1,1,0,0,0
I2win_d05_off0,117,1,0,0,1,1,1,0,0,0
I2win_d05_off0,118,1,0,0,1,1,1,0,0,0
I2win_d05_off0,119,1,0,0,1,1,1,0,0,0
I2win_d05_off0,120,1,0,1,0,1,1,0,0,0
I2win_d06_off0,0,1,0,0,1,0,1,1,1,1
I2win_d06_off0,1,1,0,0,1,0,1,1,1,1
I2win_d06_off0,2,1,0,0,1,0,1,1,1,1
I2win_d06_off0,3,1,0,0,1,0,1,1,1,1
I2win_d06_off0,4,1,0,0,1,0,1,1,1,1
I2win_d06_off0,5,1,0,0,1,0,1,1,1,1
I2win_d06_off0,6,1,0,0,1,0,0,1,0,0
I2win_d06_off0,7,1,0,0,1,1,1,0,0,0
I2win_d06_off0,8,1,0,0,1,1,1,0,0,0
I2win_d06_off0,9,1,0,0,1,1,1,0,0,0
I2win_d06_off0,10,1,0,1,0,1,1,0,0,0
I2win_d06_off0,11,1,0,0,1,0,1,1,1,1
I2win_d06_off0,12,1,0,0,1,0,1,1,1,1
I2win_d06_off0,13,1,0,0,1,0,1,1,1,1
I2win_d06_off0,14,1,0,0,1,0,1,1,1,1
I2win_d06_off0,15,1,0,0,1,0,1,1,1,1
I2win_d06_off0,16,1,0,0,1,0,1,1,1,1
I2win_d06_off0,17,1,0,0,1,0,0,1,0,0
I2win_d06_off0,18,1,0,0,1,1,1,0,0,0
I2win_d06_off0,19,1,0,0,1,1,1,0,0,0
I2win_d06_off0,20,1,0,0,1,1,1,0,0,0
I2win_d06_off0,21,1,0,1,0,1,1,0,0,0
I2win_d06_off0,22,1,0,0,1,0,1,1,1,1
I2win_d06_off0,23,1,0,0,1,0,1,1,1,1
I2win_d06_off0,24,1,0,0,1,0,1,1,1,1
I2win_d06_off0,25,1,0,0,1,0,1,1,1,1
I2win_d06_off0,26,1,0,0,1,0,1,1,1,1
I2win_d06_off0,27,1,0,0,1,0,1,1,1,1
I2win_d06_off0,28,1,0,0,1,0,0,1,0,0
I2win_d06_off0,29,1,0,0,1,1,1,0,0,0
I2win_d06_off0,30,1,0,0,1,1,1,0,0,0
I2win_d06_off0,31,1,0,0,1,1,1,0,0,0
I2win_d06_off0,32,1,0,1,0,1,1,0,0,0
I2win_d06_off0,33,1,0,0,1,0,1,1,1,1
I2win_d06_off0,34,1,0,0,1,0,1,1,1,1
I2win_d06_off0,35,1,0,0,1,0,1,1,1,1
I2win_d06_off0,36,1,0,0,1,0,1,1,1,1
I2win_d06_off0,37,1,0,0,1,0,1,1,1,1
I2win_d06_off0,38,1,0,0,1,0,1,1,1,1
I2win_d06_off0,39,1,0,0,1,0,0,1,0,0
I2win_d06_off0,40,1,0,0,1,1,1,0,0,0
I2win_d06_off0,41,1,0,0,1,1,1,0,0,0
I2win_d06_off0,42,1,0,0,1,1,1,0,0,0
I2win_d06_off0,43,1,0,1,0,1,1,0,0,0
I2win_d06_off0,44,1,0,0,1,0,1,1,1,1
I2win_d06_off0,45,1,0,0,1,0,1,1,1,1
I2win_d06_off0,46,1,0,0,1,0,1,1,1,1
I2win_d06_off0,47,1,0,0,1,0,1,1,1,1
I2win_d06_off0,48,1,0,0,1,0,1,1,1,1
I2win_d06_off0,49,1,0,0,1,0,1,1,1,1
I2win_d06_off0,50,1,0,0,1,0,0,1,0,0
I2win_d06_off0,51,1,0,0,1,1,1,0,0,0
I2win_d06_off0,52,1,0,0,1,1,1,0,0,0
I2win_d06_off0,53,1,0,0,1,1,1,0,0,0
I2win_d06_off0,54,1,0,1,0,1,1,0,0,0
I2win_d06_off0,55,1,0,0,1,0,1,1,1,1
I2win_d06_off0,56,1,0,0,1,0,1,1,1,1
I2win_d06_off0,57,1,0,0,1,0,1,1,1,1
I2win_d06_off0,58,1,0,0,1,0,1,1,1,1
I2win_d06_off0,59,1,0,0,1,0,1,1,1,1
I2win_d06_off0,60,1,0,0,1,0,1,1,1,1
I2win_d06_off0,61,1,0,0,1,0,0,1,0,0
I2win_d06_off0,62,1,0,0,1,1,1,0,0,0
I2win_d06_off0,63,1,0,0,1,1,1,0,0,0
I2win_d06_off0,64,1,0,0,1,1,1,0,0,0
I2win_d06_off0,65,1,0,1,0,1,1,0,0,0
I2win_d06_off0,66,1,0,0,1,0,1,1,1,1
I2win_d06_off0,67,1,0,0,1,0,1,1,1,1
I2win_d06_off0,68,1,0,0,1,0,1,1,1,1
I2win_d06_off0,69,1,0,0,1,0,1,1,1,1
I2win_d06_off0,70,1,0,0,1,0,1,1,1,1
I2win_d06_off0,71,1,0,0,1,0,1,1,1,1
I2win_d06_off0,72,1,0,0,1,0,0,1,0,0
I2win_d06_off0,73,1,0,0,1,1,1,0,0,0
I2win_d06_off0,74,1,0,0,1,1,1,0,0,0
I2win_d06_off0,75,1,0,0,1,1,1,0,0,0
I2win_d06_off0,76,1,0,1,0,1,1,0,0,0
I2win_d06_off0,77,1,0,0,1,0,1,1,1,1
I2win_d06_off0,78,1,0,0,1,0,1,1,1,1
I2win_d06_off0,79,1,0,0,1,0,1,1,1,1
I2win_d06_off0,80,1,0,0,1,0,1,1,1,1
I2win_d06_off0,81,1,0,0,1,0,1,1,1,1
I2win_d06_off0,82,1,0,0,1,0,1,1,1,1
I2win_d06_off0,83,1,0,0,1,0,0,1,0,0
I2win_d06_off0,84,1,0,0,1,1,1,0,0,0
I2win_d06_off0,85,1,0,0,1,1,1,0,0,0
I2win_d06_off0,86,1,0,0,1,1,1,0,0,0
I2win_d06_off0,87,1,0,1,0,1,1,0,0,0
I2win_d06_off0,88,1,0,0,1,0,1,1,1,1
I2win_d06_off0,89,1,0,0,1,0,1,1,1,1
I2win_d06_off0,90,1,0,0,1,0,1,1,1,1
I2win_d06_off0,91,1,0,0,1,0,1,1,1,1
I2win_d06_off0,92,1,0,0,1,0,1,1,1,1
I2win_d06_off0,93,1,0,0,1,0,1,1,1,1
I2win_d06_off0,94,1,0,0,1,0,0,1,0,0
I2win_d06_off0,95,1,0,0,1,1,1,0,0,0
I2win_d06_off0,96,1,0,0,1,1,1,0,0,0
I2win_d06_off0,97,1,0,0,1,1,1,0,0,0
I2win_d06_off0,98,1,0,1,0,1,1,0,0,0
I2win_d06_off0,99,1,0,0,1,0,1,1,1,1
I2win_d06_off0,100,1,0,0,1,0,1,1,1,1
I2win_d06_off0,101,1,0,0,1,0,1,1,1,1
I2win_d06_off0,102,1,0,0,1,0,1,1,1,1
I2win_d06_off0,103,1,0,0,1,0,1,1,1,1
I2win_d06_off0,104,1,0,0,1,0,1,1,1,1
I2win_d06_off0,105,1,0,0,1,0,0,1,0,0
I2win_d06_off0,106,1,0,0,1,1,1,0,0,0
I2win_d06_off0,107,1,0,0,1,1,1,0,0,0
I2win_d06_off0,108,1,0,0,1,1,1,0,0,0
I2win_d06_off0,109,1,0,1,0,1,1,0,0,0
I2win_d06_off0,110,1,0,0,1,0,1,1,1,1
I2win_d06_off0,111,1,0,0,1,0,1,1,1,1
I2win_d06_off0,112,1,0,0,1,0,1,1,1,1
I2win_d06_off0,113,1,0,0,1,0,1,1,1,1
I2win_d06_off0,114,1,0,0,1,0,1,1,1,1
I2win_d06_off0,115,1,0,0,1,0,1,1,1,1
I2win_d06_off0,116,1,0,0,1,0,0,1,0,0
I2win_d06_off0,117,1,0,0,1,1,1,0,0,0
I2win_d06_off0,118,1,0,0,1,1,1,0,0,0
I2win_d06_off0,119,1,0,0,1,1,1,0,0,0
I2win_d06_off0,120,1,0,1,0,1,1,0,0,0
I2win_d07_off0,0,1,0,0,1,0,1,1,1,1
I2win_d07_off0,1,1,0,0,1,0,1,1,1,1
I2win_d07_off0,2,1,0,0,1,0,1,1,1,1
I2win_d07_off0,3,1,0,0,1,0,1,1,1,1
I2win_d07_off0,4,1,0,0,1,0,1,1,1,1
I2win_d07_off0,5,1,0,0,1,0,1,1,1,1
I2win_d07_off0,6,1,0,0,1,0,1,1,1,1
I2win_d07_off0,7,1,0,0,1,0,0,1,0,0
I2win_d07_off0,8,1,0,0,1,1,1,0,0,0
I2win_d07_off0,9,1,0,0,1,1,1,0,0,0
I2win_d07_off0,10,1,0,1,0,1,1,0,0,0
I2win_d07_off0,11,1,0,0,1,0,1,1,1,1
I2win_d07_off0,12,1,0,0,1,0,1,1,1,1
I2win_d07_off0,13,1,0,0,1,0,1,1,1,1
I2win_d07_off0,14,1,0,0,1,0,1,1,1,1
I2win_d07_off0,15,1,0,0,1,0,1,1,1,1
I2win_d07_off0,16,1,0,0,1,0,1,1,1,1
I2win_d07_off0,17,1,0,0,1,0,1,1,1,1
I2win_d07_off0,18,1,0,0,1,0,0,1,0,0
I2win_d07_off0,19,1,0,0,1,1,1,0,0,0
I2win_d07_off0,20,1,0,0,1,1,1,0,0,0
I2win_d07_off0,21,1,0,1,0,1,1,0,0,0
I2win_d07_off0,22,1,0,0,1,0,1,1,1,1
I2win_d07_off0,23,1,0,0,1,0,1,1,1,1
I2win_d07_off0,24,1,0,0,1,0,1,1,1,1
I2win_d07_off0,25,1,0,0,1,0,1,1,1,1
I2win_d07_off0,26,1,0,0,1,0,1,1,1,1
I2win_d07_off0,27,1,0,0,1,0,1,1,1,1
I2win_d07_off0,28,1,0,0,1,0,1,1,1,1
I2win_d07_off0,29,1,0,0,1,0,0,1,0,0
I2win_d07_off0,30,1,0,0,1,1,1,0,0,0
I2win_d07_off0,31,1,0,0,1,1,1,0,0,0
I2win_d07_off0,32,1,0,1,0,1,1,0,0,0
I2win_d07_off0,33,1,0,0,1,0,1,1,1,1
I2win_d07_off0,34,1,0,0,1,0,1,1,1,1
I2win_d07_off0,35,1,0,0,1,0,1,1,1,1
I2win_d07_off0,36,1,0,0,1,0,1,1,1,1
I2win_d07_off0,37,1,0,0,1,0,1,1,1,1
I2win_d07_off0,38,1,0,0,1,0,1,1,1,1
I2win_d07_off0,39,1,0,0,1,0,1,1,1,1
I2win_d07_off0,40,1,0,0,1,0,0,1,0,0
I2win_d07_off0,41,1,0,0,1,1,1,0,0,0
I2win_d07_off0,42,1,0,0,1,1,1,0,0,0
I2win_d07_off0,43,1,0,1,0,1,1,0,0,0
I2win_d07_off0,44,1,0,0,1,0,1,1,1,1
I2win_d07_off0,45,1,0,0,1,0,1,1,1,1
I2win_d07_off0,46,1,0,0,1,0,1,1,1,1
I2win_d07_off0,47,1,0,0,1,0,1,1,1,1
I2win_d07_off0,48,1,0,0,1,0,1,1,1,1
I2win_d07_off0,49,1,0,0,1,0,1,1,1,1
I2win_d07_off0,50,1,0,0,1,0,1,1,1,1
I2win_d07_off0,51,1,0,0,1,0,0,1,0,0
I2win_d07_off0,52,1,0,0,1,1,1,0,0,0
I2win_d07_off0,53,1,0,0,1,1,1,0,0,0
I2win_d07_off0,54,1,0,1,0,1,1,0,0,0
I2win_d07_off0,55,1,0,0,1,0,1,1,1,1
I2win_d07_off0,56,1,0,0,1,0,1,1,1,1
I2win_d07_off0,57,1,0,0,1,0,1,1,1,1
I2win_d07_off0,58,1,0,0,1,0,1,1,1,1
I2win_d07_off0,59,1,0,0,1,0,1,1,1,1
I2win_d07_off0,60,1,0,0,1,0,1,1,1,1
I2win_d07_off0,61,1,0,0,1,0,1,1,1,1
I2win_d07_off0,62,1,0,0,1,0,0,1,0,0
I2win_d07_off0,63,1,0,0,1,1,1,0,0,0
I2win_d07_off0,64,1,0,0,1,1,1,0,0,0
I2win_d07_off0,65,1,0,1,0,1,1,0,0,0
I2win_d07_off0,66,1,0,0,1,0,1,1,1,1
I2win_d07_off0,67,1,0,0,1,0,1,1,1,1
I2win_d07_off0,68,1,0,0,1,0,1,1,1,1
I2win_d07_off0,69,1,0,0,1,0,1,1,1,1
I2win_d07_off0,70,1,0,0,1,0,1,1,1,1
I2win_d07_off0,71,1,0,0,1,0,1,1,1,1
I2win_d07_off0,72,1,0,0,1,0,1,1,1,1
I2win_d07_off0,73,1,0,0,1,0,0,1,0,0
I2win_d07_off0,74,1,0,0,1,1,1,0,0,0
I2win_d07_off0,75,1,0,0,1,1,1,0,0,0
I2win_d07_off0,76,1,0,1,0,1,1,0,0,0
I2win_d07_off0,77,1,0,0,1,0,1,1,1,1
I2win_d07_off0,78,1,0,0,1,0,1,1,1,1
I2win_d07_off0,79,1,0,0,1,0,1,1,1,1
I2win_d07_off0,80,1,0,0,1,0,1,1,1,1
I2win_d07_off0,81,1,0,0,1,0,1,1,1,1
I2win_d07_off0,82,1,0,0,1,0,1,1,1,1
I2win_d07_off0,83,1,0,0,1,0,1,1,1,1
I2win_d07_off0,84,1,0,0,1,0,0,1,0,0
I2win_d07_off0,85,1,0,0,1,1,1,0,0,0
I2win_d07_off0,86,1,0,0,1,1,1,0,0,0
I2win_d07_off0,87,1,0,1,0,1,1,0,0,0
I2win_d07_off0,88,1,0,0,1,0,1,1,1,1
I2win_d07_off0,89,1,0,0,1,0,1,1,1,1
I2win_d07_off0,90,1,0,0,1,0,1,1,1,1
I2win_d07_off0,91,1,0,0,1,0,1,1,1,1
I2win_d07_off0,92,1,0,0,1,0,1,1,1,1
I2win_d07_off0,93,1,0,0,1,0,1,1,1,1
I2win_d07_off0,94,1,0,0,1,0,1,1,1,1
I2win_d07_off0,95,1,0,0,1,0,0,1,0,0
I2win_d07_off0,96,1,0,0,1,1,1,0,0,0
I2win_d07_off0,97,1,0,0,1,1,1,0,0,0
I2win_d07_off0,98,1,0,1,0,1,1,0,0,0
I2win_d07_off0,99,1,0,0,1,0,1,1,1,1
I2win_d07_off0,100,1,0,0,1,0,1,1,1,1
I2win_d07_off0,101,1,0,0,1,0,1,1,1,1
I2win_d07_off0,102,1,0,0,1,0,1,1,1,1
I2win_d07_off0,103,1,0,0,1,0,1,1,1,1
I2win_d07_off0,104,1,0,0,1,0,1,1,1,1
I2win_d07_off0,105,1,0,0,1,0,1,1,1,1
I2win_d07_off0,106,1,0,0,1,0,0,1,0,0
I2win_d07_off0,107,1,0,0,1,1,1,0,0,0
